f_timestamp,f_id,cluster_data,f_u_id
2023-03-24T21:00:07.058000Z,1289,"[[5.9191537, 5.1323953, 'cam_133']]",6
2023-03-24T21:00:07.058000Z,9799,"[[2.3704674, 4.168108, 'cam_133']]",-1
2023-03-24T21:00:07.058000Z,3758,"[[8.868739, -6.5121713, 'cam_133']]",-1
2023-03-24T21:00:07.058000Z,3409,"[[8.79678, 3.7457607, 'cam_133']]",-1
2023-03-24T21:00:07.154000Z,9034,"[[6.539518, 10.277861, 'cam_142']]",-1
2023-03-24T21:00:07.154000Z,3121,"[[2.5343344, 11.272079, 'cam_142']]",-1
2023-03-24T21:00:07.225000Z,5617,"[[10.509342, 26.7024, 'cam_149']]",-1
2023-03-24T21:00:07.225000Z,8682,"[[2.957939, 13.858613, 'cam_149']]",-1
2023-03-24T21:00:07.225000Z,8742,"[[5.7455373, 7.494142, 'cam_149']]",-1
2023-03-24T21:00:07.225000Z,7581,"[[2.370307, 19.1528, 'cam_149']]",-1
2023-03-24T21:00:07.328000Z,9505,"[[8.791853, 3.753069, 'cam_133']]",3
2023-03-24T21:00:07.328000Z,2210,"[[2.482675, 4.7210755, 'cam_133']]",-1
2023-03-24T21:00:07.328000Z,1896,"[[8.999984, -6.9049573, 'cam_133']]",-1
2023-03-24T21:00:07.328000Z,3108,"[[5.9047227, 5.093231, 'cam_133']]",-1
2023-03-24T21:00:07.440000Z,9326,"[[5.904999, 5.056642, 'cam_133']]",-1
2023-03-24T21:00:07.440000Z,5737,"[[9.035353, -7.0119305, 'cam_133']]",-1
2023-03-24T21:00:07.440000Z,8627,"[[2.5101163, 4.7370753, 'cam_133']]",-1
2023-03-24T21:00:07.440000Z,5299,"[[8.804924, 3.7438173, 'cam_133']]",-1
2023-03-24T21:00:07.534000Z,7823,"[[2.158311, 20.396719, 'cam_140'], [1.174642, 20.628126, 'cam_140']]",-1
2023-03-24T21:00:07.614000Z,3162,"[[2.3886867, 19.168873, 'cam_149']]",-1
2023-03-24T21:00:07.614000Z,8016,"[[3.0508432, 14.0272, 'cam_149']]",-1
2023-03-24T21:00:07.614000Z,7361,"[[5.2058253, 7.5683823, 'cam_149']]",-1
2023-03-24T21:00:07.681000Z,8816,"[[2.559201, 13.411263, 'cam_151'], [3.435078, 13.260675, 'cam_151']]",-1
2023-03-24T21:00:07.761000Z,6010,"[[1.1844971, 20.685686, 'cam_140'], [2.1612818, 20.393896, 'cam_140']]",-1
2023-03-24T21:00:07.843000Z,7476,"[[2.5535192, 13.40771, 'cam_151'], [3.4362884, 13.259253, 'cam_151']]",-1
2023-03-24T21:00:07.937000Z,8875,"[[2.2052023, 20.232357, 'cam_140'], [1.2398305, 20.45869, 'cam_140']]",-1
2023-03-24T21:00:08.020000Z,9086,"[[3.3797302, 13.281717, 'cam_151'], [2.5359993, 13.400156, 'cam_151']]",-1
2023-03-24T21:00:08.099000Z,7966,"[[2.5356236, 13.391516, 'cam_151'], [3.382026, 13.279975, 'cam_151']]",-1
2023-03-24T21:00:08.184000Z,5533,"[[2.5443714, 13.386543, 'cam_151'], [3.3796537, 13.280699, 'cam_151']]",-1
2023-03-24T21:00:08.276000Z,2584,"[[3.4096582, 13.273069, 'cam_151'], [2.5269291, 13.386896, 'cam_151']]",-1
2023-03-24T21:00:08.340000Z,5783,"[[1.2855116, 20.284407, 'cam_140'], [2.1673808, 20.365358, 'cam_140']]",-1
2023-03-24T21:00:08.454000Z,9893,"[[-84.39799, 119.33397, 'cam_145']]",-1
2023-03-24T21:00:08.454000Z,1290,"[[8.129694, 7.722419, 'cam_145']]",-1
2023-03-24T21:00:08.528000Z,8486,"[[2.5224276, 13.385931, 'cam_151'], [3.4045076, 13.27409, 'cam_151']]",-1
2023-03-24T21:00:08.609000Z,2888,"[[8.153567, 7.652011, 'cam_145']]",-1
2023-03-24T21:00:08.609000Z,1281,"[[-56.634014, 85.20657, 'cam_145']]",-1
2023-03-24T21:00:08.681000Z,2858,"[[-62.49825, 92.51916, 'cam_145']]",-1
2023-03-24T21:00:08.681000Z,3745,"[[8.114126, 7.6603804, 'cam_145']]",-1
2023-03-24T21:00:08.743000Z,8342,"[[8.095982, 7.6631713, 'cam_145']]",-1
2023-03-24T21:00:08.743000Z,5806,"[[-63.06683, 93.19204, 'cam_145']]",-1
2023-03-24T21:00:08.855000Z,8185,"[[7.4791665, 10.233933, 'cam_142']]",-1
2023-03-24T21:00:08.855000Z,8943,"[[2.552642, 11.253204, 'cam_142']]",-1
2023-03-24T21:00:08.916000Z,5616,"[[2.3814528, 19.15368, 'cam_149']]",-1
2023-03-24T21:00:08.916000Z,7207,"[[3.478812, 14.082379, 'cam_149']]",-1
2023-03-24T21:00:08.916000Z,9539,"[[3.4578462, 6.781509, 'cam_149']]",-1
2023-03-24T21:00:09.000000Z,2430,"[[-65.22081, 96.06511, 'cam_145']]",-1
2023-03-24T21:00:09.000000Z,7164,"[[8.061588, 7.627641, 'cam_145']]",-1
2023-03-24T21:00:09.082000Z,3111,"[[-66.920296, 98.25258, 'cam_145']]",-1
2023-03-24T21:00:09.082000Z,1005,"[[8.049871, 7.6006007, 'cam_145']]",-1
2023-03-24T21:00:09.150000Z,3246,"[[7.987043, 7.568655, 'cam_145']]",-1
2023-03-24T21:00:09.150000Z,7894,"[[-100.50281, 139.48595, 'cam_145']]",-1
2023-03-24T21:00:09.179000Z,5288,"[[7.5647607, 10.199766, 'cam_142']]",-1
2023-03-24T21:00:09.179000Z,2989,"[[2.513052, 11.26006, 'cam_142']]",-1
2023-03-24T21:00:09.269000Z,2757,"[[-94.72412, 132.58324, 'cam_145']]",-1
2023-03-24T21:00:09.269000Z,1099,"[[7.8595514, 7.6023846, 'cam_145']]",-1
2023-03-24T21:00:09.343000Z,7971,"[[3.420667, 13.273289, 'cam_151'], [2.5595, 13.336488, 'cam_151']]",-1
2023-03-24T21:00:09.437000Z,2253,"[[2.319075, 18.843363, 'cam_149']]",-1
2023-03-24T21:00:09.437000Z,9360,"[[3.403764, 14.202405, 'cam_149']]",-1
2023-03-24T21:00:09.437000Z,3774,"[[2.826022, 6.2432265, 'cam_149']]",-1
2023-03-24T21:00:09.516000Z,4620,"[[7.842095, 7.5291257, 'cam_145']]",-1
2023-03-24T21:00:09.516000Z,9774,"[[-87.0672, 119.66711, 'cam_145']]",-1
2023-03-24T21:00:09.572000Z,8865,"[[2.5635986, 13.34444, 'cam_151'], [3.4099889, 13.280696, 'cam_151']]",-1
2023-03-24T21:00:09.692000Z,2531,"[[7.9179754, 7.4866786, 'cam_145']]",-1
2023-03-24T21:00:09.692000Z,1227,"[[-29.654057, 49.792927, 'cam_145']]",-1
2023-03-24T21:00:09.759000Z,9316,"[[2.585879, 13.339558, 'cam_151'], [3.4093692, 13.282846, 'cam_151']]",-1
2023-03-24T21:00:09.833000Z,2806,"[[-43.584373, 65.364365, 'cam_145']]",-1
2023-03-24T21:00:09.833000Z,5636,"[[7.919246, 7.492382, 'cam_145']]",-1
2023-03-24T21:00:09.912000Z,3144,"[[-49.006844, 71.44586, 'cam_145']]",-1
2023-03-24T21:00:09.912000Z,1063,"[[7.9527903, 7.462079, 'cam_145']]",-1
2023-03-24T21:00:09.975000Z,5539,"[[5.8816423, 4.413637, 'cam_133']]",-1
2023-03-24T21:00:09.975000Z,9614,"[[9.973147, -13.058091, 'cam_133']]",-1
2023-03-24T21:00:09.975000Z,3989,"[[2.8002644, 8.606457, 'cam_133']]",4
2023-03-24T21:00:09.975000Z,8522,"[[8.65613, 4.0179396, 'cam_133']]",-1
2023-03-24T21:00:10.077000Z,7084,"[[-71.71434, 96.32695, 'cam_145']]",-1
2023-03-24T21:00:10.077000Z,1628,"[[8.013883, 7.4380364, 'cam_145']]",-1
2023-03-24T21:00:10.147000Z,8297,"[[-76.98374, 101.953415, 'cam_145']]",-1
2023-03-24T21:00:10.147000Z,3617,"[[8.043577, 7.431206, 'cam_145']]",-1
2023-03-24T21:00:10.183000Z,3302,"[[8.318371, 4.508416, 'cam_133']]",-1
2023-03-24T21:00:10.183000Z,9936,"[[2.7352684, 8.980871, 'cam_133']]",4
2023-03-24T21:00:10.183000Z,7195,"[[5.9044414, 4.40531, 'cam_133']]",6
2023-03-24T21:00:10.183000Z,3482,"[[9.983626, -13.604568, 'cam_133']]",-1
2023-03-24T21:00:10.306000Z,6516,"[[2.284304, 5.569394, 'cam_149']]",-1
2023-03-24T21:00:10.306000Z,2340,"[[2.0167947, 18.147465, 'cam_149']]",-1
2023-03-24T21:00:10.306000Z,4607,"[[3.3144367, 14.124946, 'cam_149']]",-1
2023-03-24T21:00:10.399000Z,1148,"[[2.114126, 11.148904, 'cam_142']]",-1
2023-03-24T21:00:10.484000Z,6862,"[[3.3003433, 14.077409, 'cam_149']]",-1
2023-03-24T21:00:10.484000Z,8431,"[[2.092902, 17.856503, 'cam_149']]",-1
2023-03-24T21:00:10.484000Z,1774,"[[2.2511616, 5.5073586, 'cam_149']]",-1
2023-03-24T21:00:10.561000Z,3091,"[[2.0650706, 11.175277, 'cam_142']]",-1
2023-03-24T21:00:10.593000Z,4371,"[[8.282946, 4.553039, 'cam_133']]",-1
2023-03-24T21:00:10.593000Z,8634,"[[2.7928643, 9.025872, 'cam_133']]",4
2023-03-24T21:00:10.593000Z,2831,"[[10.265795, -15.073619, 'cam_133']]",-1
2023-03-24T21:00:10.593000Z,4994,"[[5.8550277, 4.686201, 'cam_133']]",6
2023-03-24T21:00:10.712000Z,6858,"[[-32.519615, 45.880096, 'cam_145']]",-1
2023-03-24T21:00:10.712000Z,4132,"[[7.964039, 7.5769787, 'cam_145']]",-1
2023-03-24T21:00:10.766000Z,7010,"[[1.1987021, 20.485651, 'cam_140'], [1.5092167, 21.600832, 'cam_140']]",-1
2023-03-24T21:00:10.878000Z,6903,"[[3.1022298, 13.822497, 'cam_149']]",-1
2023-03-24T21:00:10.878000Z,2584,"[[1.8272904, 17.620945, 'cam_149']]",-1
2023-03-24T21:00:10.878000Z,2991,"[[2.0423074, 5.215581, 'cam_149']]",-1
2023-03-24T21:00:10.946000Z,7713,"[[1.9578264, 11.172442, 'cam_142']]",-1
2023-03-24T21:00:10.978000Z,8481,"[[8.133449, 4.8591375, 'cam_133']]",-1
2023-03-24T21:00:10.978000Z,1766,"[[2.8014336, 9.092845, 'cam_133']]",4
2023-03-24T21:00:10.978000Z,2486,"[[5.6395936, 5.0516295, 'cam_133']]",6
2023-03-24T21:00:11.021000Z,1484,"[[3.1327639, 13.421853, 'cam_151'], [2.49184, 13.420662, 'cam_151']]",-1
2023-03-24T21:00:11.093000Z,9972,"[[8.145243, 4.855736, 'cam_133']]",-1
2023-03-24T21:00:11.093000Z,2445,"[[2.8023846, 9.08986, 'cam_133']]",4
2023-03-24T21:00:11.093000Z,1282,"[[5.6222916, 5.0529623, 'cam_133']]",6
2023-03-24T21:00:11.168000Z,8944,"[[1.8295785, 11.160201, 'cam_142']]",-1
2023-03-24T21:00:11.232000Z,2515,"[[1.7997532, 11.160525, 'cam_142']]",-1
2023-03-24T21:00:11.305000Z,2460,"[[1.7681991, 11.173577, 'cam_142']]",-1
2023-03-24T21:00:11.337000Z,3657,"[[2.8100057, 9.0991125, 'cam_133']]",4
2023-03-24T21:00:11.337000Z,1528,"[[5.5062366, 5.217472, 'cam_133']]",6
2023-03-24T21:00:11.337000Z,2606,"[[8.031128, 5.2989316, 'cam_133']]",-1
2023-03-24T21:00:11.453000Z,2527,"[[1.7534959, 11.167238, 'cam_142']]",-1
2023-03-24T21:00:11.520000Z,6725,"[[2.8155444, 9.056275, 'cam_133']]",4
2023-03-24T21:00:11.520000Z,7757,"[[5.52714, 5.2291126, 'cam_133']]",-1
2023-03-24T21:00:11.520000Z,5211,"[[8.034739, 5.3123245, 'cam_133']]",-1
2023-03-24T21:00:11.614000Z,4632,"[[2.4163215, 13.450879, 'cam_151'], [3.1136968, 13.452368, 'cam_151']]",-1
2023-03-24T21:00:11.689000Z,1429,"[[3.086565, 13.468227, 'cam_151'], [2.4335208, 13.441893, 'cam_151']]",-1
2023-03-24T21:00:11.776000Z,1571,"[[2.4317207, 13.4422865, 'cam_151'], [3.106252, 13.4600725, 'cam_151']]",-1
2023-03-24T21:00:11.846000Z,8092,"[[13.21769, 4.2464576, 'cam_141']]",-1
2023-03-24T21:00:11.907000Z,5469,"[[7.852208, 5.7152095, 'cam_133']]",3
2023-03-24T21:00:11.907000Z,5782,"[[2.7916176, 9.082739, 'cam_133']]",4
2023-03-24T21:00:11.907000Z,4233,"[[5.5040884, 5.22332, 'cam_133']]",6
2023-03-24T21:00:12.001000Z,9295,"[[7.773251, 5.8187904, 'cam_133']]",3
2023-03-24T21:00:12.001000Z,6425,"[[5.5276694, 5.220792, 'cam_133']]",-1
2023-03-24T21:00:12.001000Z,5697,"[[2.784947, 9.0883875, 'cam_133']]",4
2023-03-24T21:00:12.067000Z,8467,"[[7.7692046, 5.8179417, 'cam_133']]",-1
2023-03-24T21:00:12.067000Z,7250,"[[2.7859998, 9.088698, 'cam_133']]",4
2023-03-24T21:00:12.067000Z,1259,"[[5.5146413, 5.218163, 'cam_133']]",-1
2023-03-24T21:00:12.148000Z,9009,"[[2.4695833, 13.430322, 'cam_151'], [3.0749476, 13.474429, 'cam_151']]",-1
2023-03-24T21:00:12.223000Z,9311,"[[3.0752497, 13.471676, 'cam_151'], [2.4778795, 13.425949, 'cam_151']]",-1
2023-03-24T21:00:12.283000Z,6959,"[[3.0761492, 13.470593, 'cam_151'], [2.4854467, 13.423184, 'cam_151']]",-1
2023-03-24T21:00:12.383000Z,9667,"[[1.5913931, 16.462847, 'cam_149']]",-1
2023-03-24T21:00:12.383000Z,1315,"[[2.9564664, 13.075667, 'cam_149']]",-1
2023-03-24T21:00:12.383000Z,3230,"[[2.068085, 5.23275, 'cam_149']]",-1
2023-03-24T21:00:12.456000Z,7161,"[[7.6734405, 5.8403296, 'cam_133']]",-1
2023-03-24T21:00:12.456000Z,9859,"[[2.7933595, 9.084811, 'cam_133']]",-1
2023-03-24T21:00:12.456000Z,3553,"[[5.53693, 5.2347183, 'cam_133']]",-1
2023-03-24T21:00:12.489000Z,2847,"[[7.6711206, 5.887765, 'cam_133']]",-1
2023-03-24T21:00:12.489000Z,5861,"[[2.7973406, 9.091664, 'cam_133']]",4
2023-03-24T21:00:12.489000Z,7723,"[[5.560261, 5.348744, 'cam_133']]",6
2023-03-24T21:00:12.609000Z,1869,"[[10.337808, 17.58834, 'cam_145']]",-1
2023-03-24T21:00:12.609000Z,1442,"[[-7.264287, 14.898719, 'cam_145']]",-1
2023-03-24T21:00:12.609000Z,4999,"[[8.540035, 8.53671, 'cam_145']]",-1
2023-03-24T21:00:12.674000Z,8020,"[[3.006388, 13.495652, 'cam_151']]",-1
2023-03-24T21:00:12.697000Z,9096,"[[1.3626264, 11.0984955, 'cam_142'], [2.0125425, 10.325953, 'cam_142']]",-1
2023-03-24T21:00:12.779000Z,5206,"[[2.9162302, 13.124712, 'cam_149']]",-1
2023-03-24T21:00:12.779000Z,5819,"[[1.9476027, 5.2067094, 'cam_149']]",-1
2023-03-24T21:00:12.779000Z,1095,"[[1.5211701, 16.317598, 'cam_149']]",-1
2023-03-24T21:00:12.857000Z,7358,"[[5.571128, 5.307898, 'cam_133']]",-1
2023-03-24T21:00:12.857000Z,5092,"[[7.621671, 5.9370427, 'cam_133']]",-1
2023-03-24T21:00:12.857000Z,5825,"[[2.8097653, 9.054078, 'cam_133']]",4
2023-03-24T21:00:12.944000Z,5824,"[[10.652339, 18.009592, 'cam_145']]",-1
2023-03-24T21:00:12.944000Z,5459,"[[-3.2208757, 12.1290865, 'cam_145']]",-1
2023-03-24T21:00:12.944000Z,6301,"[[8.622518, 8.442821, 'cam_145']]",-1
2023-03-24T21:00:13.033000Z,8459,"[[1.9995579, 5.3138766, 'cam_149']]",-1
2023-03-24T21:00:13.033000Z,3280,"[[1.3761197, 16.057564, 'cam_149']]",-1
2023-03-24T21:00:13.033000Z,2002,"[[2.9589174, 13.221873, 'cam_149']]",-1
2023-03-24T21:00:13.133000Z,6914,"[[2.029136, 10.333431, 'cam_142'], [1.3083484, 11.077722, 'cam_142']]",-1
2023-03-24T21:00:13.212000Z,2317,"[[2.9749143, 13.129817, 'cam_149']]",-1
2023-03-24T21:00:13.212000Z,1287,"[[1.4382526, 16.05916, 'cam_149']]",-1
2023-03-24T21:00:13.212000Z,6299,"[[2.0095234, 5.3131995, 'cam_149']]",-1
2023-03-24T21:00:13.286000Z,2227,"[[2.430004, 13.448409, 'cam_151'], [2.939149, 13.528144, 'cam_151']]",-1
2023-03-24T21:00:13.369000Z,8699,"[[10.75428, 18.149672, 'cam_145']]",-1
2023-03-24T21:00:13.369000Z,7253,"[[-2.510238, 11.698909, 'cam_145']]",-1
2023-03-24T21:00:13.369000Z,5563,"[[8.6698885, 8.360259, 'cam_145']]",-1
2023-03-24T21:00:13.460000Z,8375,"[[1.4332659, 16.009285, 'cam_149']]",-1
2023-03-24T21:00:13.460000Z,1453,"[[2.9558654, 13.116001, 'cam_149']]",-1
2023-03-24T21:00:13.460000Z,9830,"[[2.0304196, 5.3334827, 'cam_149']]",-1
2023-03-24T21:00:13.532000Z,5454,"[[2.0159197, 10.328631, 'cam_142'], [1.21884, 11.044064, 'cam_142']]",-1
2023-03-24T21:00:13.559000Z,4078,"[[1.1666955, 11.079871, 'cam_142'], [2.003839, 10.348562, 'cam_142']]",-1
2023-03-24T21:00:13.636000Z,3411,"[[7.476075, 6.3209724, 'cam_133']]",-1
2023-03-24T21:00:13.636000Z,5114,"[[2.8052707, 9.087351, 'cam_133']]",4
2023-03-24T21:00:13.636000Z,5763,"[[5.5207496, 5.3443375, 'cam_133']]",-1
2023-03-24T21:00:13.715000Z,4662,"[[2.5152128, 13.417612, 'cam_151'], [2.9747272, 13.527285, 'cam_151']]",-1
2023-03-24T21:00:13.788000Z,4950,"[[1.9711417, 5.3245034, 'cam_149']]",-1
2023-03-24T21:00:13.788000Z,2748,"[[1.2243705, 15.983762, 'cam_149']]",-1
2023-03-24T21:00:13.788000Z,9435,"[[2.9174075, 13.021352, 'cam_149']]",-1
2023-03-24T21:00:13.863000Z,9973,"[[1.9737382, 5.3198667, 'cam_149']]",-1
2023-03-24T21:00:13.863000Z,5048,"[[1.2017794, 15.975336, 'cam_149']]",-1
2023-03-24T21:00:13.863000Z,3448,"[[2.89809, 13.021713, 'cam_149']]",-1
2023-03-24T21:00:13.927000Z,7401,"[[1.0941926, 11.131963, 'cam_142'], [1.9706956, 10.352412, 'cam_142']]",-1
2023-03-24T21:00:14.118000Z,6757,"[[-2.3491795, 10.3770685, 'cam_145']]",-1
2023-03-24T21:00:14.118000Z,9282,"[[8.40657, 8.475557, 'cam_145']]",-1
2023-03-24T21:00:14.118000Z,7984,"[[10.830216, 18.304182, 'cam_145']]",-1
2023-03-24T21:00:14.210000Z,8286,"[[1.3433592, 15.848286, 'cam_149']]",-1
2023-03-24T21:00:14.210000Z,6981,"[[2.84183, 12.950297, 'cam_149']]",-1
2023-03-24T21:00:14.210000Z,6941,"[[2.0137215, 5.3506913, 'cam_149']]",-1
2023-03-24T21:00:14.299000Z,2890,"[[5.493296, 5.439859, 'cam_133']]",-1
2023-03-24T21:00:14.299000Z,7672,"[[2.827781, 9.081548, 'cam_133']]",4
2023-03-24T21:00:14.299000Z,4789,"[[7.4684787, 6.504119, 'cam_133']]",3
2023-03-24T21:00:14.397000Z,5052,"[[0.9618534, 11.073947, 'cam_142'], [1.8115822, 10.463798, 'cam_142']]",-1
2023-03-24T21:00:14.480000Z,3984,"[[5.5108314, 5.4995875, 'cam_133']]",-1
2023-03-24T21:00:14.480000Z,4324,"[[7.4223557, 6.598415, 'cam_133']]",3
2023-03-24T21:00:14.480000Z,5770,"[[2.8275833, 9.075409, 'cam_133']]",4
2023-03-24T21:00:14.556000Z,7991,"[[10.727941, 18.079004, 'cam_145']]",-1
2023-03-24T21:00:14.556000Z,9860,"[[-2.0911453, 10.017037, 'cam_145']]",-1
2023-03-24T21:00:14.556000Z,2496,"[[8.561715, 8.530537, 'cam_145']]",-1
2023-03-24T21:00:14.641000Z,8255,"[[2.8452897, 12.884325, 'cam_149']]",-1
2023-03-24T21:00:14.641000Z,4112,"[[1.2931839, 15.539266, 'cam_149']]",-1
2023-03-24T21:00:14.641000Z,5953,"[[2.0939379, 5.857585, 'cam_149']]",-1
2023-03-24T21:00:14.722000Z,6734,"[[1.2970121, 15.51164, 'cam_149']]",-1
2023-03-24T21:00:14.722000Z,4156,"[[2.8196287, 12.873905, 'cam_149']]",-1
2023-03-24T21:00:14.722000Z,3301,"[[2.0845103, 5.8247724, 'cam_149']]",-1
2023-03-24T21:00:14.788000Z,9487,"[[16.79115, 6.5738735, 'cam_141']]",-1
2023-03-24T21:00:14.788000Z,6894,"[[13.2699995, 4.3343077, 'cam_141']]",4
2023-03-24T21:00:14.881000Z,2508,"[[2.9065626, 9.059341, 'cam_133']]",-1
2023-03-24T21:00:14.881000Z,1610,"[[7.395782, 6.6456227, 'cam_133'], [5.6107674, 5.7564654, 'cam_133']]",-1
2023-03-24T21:00:14.959000Z,9016,"[[2.8657758, 13.583195, 'cam_151'], [2.4720685, 13.477636, 'cam_151']]",-1
2023-03-24T21:00:15.045000Z,2135,"[[2.7191155, 12.747532, 'cam_149']]",-1
2023-03-24T21:00:15.045000Z,3673,"[[2.032444, 5.844867, 'cam_149']]",-1
2023-03-24T21:00:15.045000Z,8789,"[[1.1673126, 15.3823185, 'cam_149']]",-1
2023-03-24T21:00:15.199000Z,2941,"[[13.3582115, 4.3571925, 'cam_141']]",4
2023-03-24T21:00:15.199000Z,1745,"[[16.69545, 6.603837, 'cam_141']]",-1
2023-03-24T21:00:15.290000Z,2513,"[[7.245727, 6.8119316, 'cam_133'], [5.395017, 6.218476, 'cam_133']]",-1
2023-03-24T21:00:15.290000Z,8477,"[[2.9077268, 8.998248, 'cam_133']]",4
2023-03-24T21:00:15.357000Z,7156,"[[-0.4306171, 9.007407, 'cam_145']]",-1
2023-03-24T21:00:15.357000Z,6208,"[[9.737009, 9.009468, 'cam_145']]",-1
2023-03-24T21:00:15.429000Z,8518,"[[2.0649583, 5.726657, 'cam_149']]",-1
2023-03-24T21:00:15.429000Z,5454,"[[1.1090593, 15.02265, 'cam_149']]",-1
2023-03-24T21:00:15.429000Z,2276,"[[2.501322, 12.493782, 'cam_149']]",-1
2023-03-24T21:00:15.577000Z,9381,"[[10.650736, 17.58774, 'cam_145']]",-1
2023-03-24T21:00:15.577000Z,6995,"[[-0.11509172, 8.941481, 'cam_145']]",-1
2023-03-24T21:00:15.577000Z,2534,"[[9.250062, 9.122824, 'cam_145']]",-1
2023-03-24T21:00:15.665000Z,6975,"[[2.0523634, 5.7252064, 'cam_149']]",-1
2023-03-24T21:00:15.665000Z,7286,"[[2.4434612, 12.286763, 'cam_149']]",-1
2023-03-24T21:00:15.756000Z,3889,"[[2.0887496, 5.716032, 'cam_149']]",-1
2023-03-24T21:00:15.756000Z,2031,"[[2.4760344, 12.116142, 'cam_149']]",-1
2023-03-24T21:00:15.857000Z,1095,"[[0.88612545, 8.721893, 'cam_145']]",-1
2023-03-24T21:00:15.857000Z,7317,"[[9.55089, 9.439585, 'cam_145']]",-1
2023-03-24T21:00:16.061000Z,5483,"[[2.8957036, 9.00049, 'cam_133']]",4
2023-03-24T21:00:16.061000Z,4424,"[[5.228748, 6.518441, 'cam_133'], [7.0912395, 7.227239, 'cam_133']]",-1
2023-03-24T21:00:16.155000Z,5167,"[[1.240917, 8.513241, 'cam_145']]",-1
2023-03-24T21:00:16.155000Z,8650,"[[9.849123, 9.842616, 'cam_145']]",-1
2023-03-24T21:00:16.305000Z,2901,"[[16.01588, 6.658837, 'cam_141']]",-1
2023-03-24T21:00:16.305000Z,4304,"[[13.36941, 4.2849364, 'cam_141']]",4
2023-03-24T21:00:16.383000Z,2849,"[[2.9192057, 8.944783, 'cam_133']]",-1
2023-03-24T21:00:16.383000Z,4929,"[[5.180943, 6.736829, 'cam_133']]",-1
2023-03-24T21:00:16.383000Z,1057,"[[7.115737, 7.5205684, 'cam_133']]",-1
2023-03-24T21:00:16.428000Z,2313,"[[7.097094, 7.522599, 'cam_133']]",-1
